Id,Label
1999,3
2000,7
2001,4
2002,1
2003,3
2004,6
2005,1
2006,3
2007,0
2008,5
2009,5
2010,2
2011,7
2012,3
2013,0
2014,2
2015,0
2016,1
2017,6
2018,4
2019,2
2020,9
2021,1
2022,1
2023,0
2024,5
2025,0
2026,7
2027,7
2028,4
2029,0
2030,1
2031,5
2032,2
2033,3
2034,2
2035,1
2036,4
2037,0
2038,9
2039,7
2040,2
2041,2
2042,1
2043,1
2044,0
2045,1
2046,1
2047,6
2048,1
2049,1
2050,1
2051,5
2052,3
2053,5
2054,2
2055,2
2056,2
2057,1
2058,3
2059,5
2060,3
2061,8
2062,5
2063,1
2064,4
2065,6
2066,5
2067,1
2068,0
2069,5
2070,4
2071,2
2072,2
2073,2
2074,4
2075,0
2076,5
2077,1
2078,5
2079,2
2080,2
2081,6
2082,1
2083,4
2084,5
2085,1
2086,0
2087,2
2088,4
2089,3
2090,7
2091,6
2092,7
2093,4
2094,4
2095,2
2096,3
2097,1
2098,3
2099,2
2100,1
2101,0
2102,0
2103,5
2104,4
2105,7
2106,2
2107,0
2108,8
2109,1
2110,1
2111,5
2112,4
2113,0
2114,3
2115,1
2116,3
2117,1
2118,6
2119,2
2120,0
2121,4
2122,4
2123,3
2124,2
2125,4
2126,3
2127,6
2128,5
2129,4
2130,3
2131,6
2132,1
2133,4
2134,0
2135,1
2136,3
2137,1
2138,7
2139,1
2140,4
2141,9
2142,6
2143,4
2144,2
2145,1
2146,4
2147,2
2148,3
2149,2
2150,0
2151,4
2152,7
2153,4
2154,4
2155,1
2156,4
2157,0
2158,3
2159,5
2160,8
2161,0
2162,2
2163,0
2164,0
2165,4
2166,0
2167,7
2168,0
2169,8
2170,4
2171,4
2172,0
2173,7
2174,5
2175,0
2176,4
2177,1
2178,0
2179,5
2180,6
2181,1
2182,7
2183,5
2184,9
2185,4
2186,1
2187,1
2188,1
2189,5
2190,5
2191,1
2192,7
2193,6
2194,9
2195,8
2196,2
2197,9
2198,2
2199,5
2200,3
2201,4
2202,6
2203,4
2204,1
2205,4
2206,4
2207,2
2208,5
2209,7
2210,7
2211,3
2212,3
2213,3
2214,7
2215,0
2216,4
2217,0
2218,0
2219,5
2220,1
2221,6
2222,0
2223,1
2224,6
2225,0
2226,0
2227,4
2228,4
2229,9
2230,4
2231,2
2232,4
2233,1
2234,3
2235,4
2236,4
2237,5
2238,8
2239,6
2240,7
2241,4
2242,4
2243,1
2244,0
2245,5
2246,1
2247,1
2248,4
2249,4
2250,5
2251,3
2252,0
2253,7
2254,0
2255,1
2256,1
2257,5
2258,6
2259,0
2260,5
2261,3
2262,4
2263,5
2264,1
2265,1
2266,0
2267,7
2268,6
2269,4
2270,4
2271,6
2272,5
2273,7
2274,6
2275,0
2276,6
2277,5
2278,8
2279,7
2280,0
2281,2
2282,1
2283,2
2284,0
2285,4
2286,5
2287,0
2288,1
2289,1
2290,3
2291,1
2292,7
2293,7
2294,5
2295,4
2296,5
2297,0
2298,0
2299,4
2300,0
2301,4
2302,6
2303,6
2304,2
2305,3
2306,3
2307,5
2308,1
2309,2
2310,4
2311,5
2312,1
2313,7
2314,0
2315,1
2316,6
2317,7
2318,4
2319,0
2320,4
2321,4
2322,1
2323,6
2324,5
2325,3
2326,0
2327,0
2328,2
2329,6
2330,2
2331,5
2332,2
2333,7
2334,0
2335,4
2336,4
2337,7
2338,5
2339,7
2340,5
2341,1
2342,4
2343,1
2344,5
2345,3
2346,0
2347,4
2348,5
2349,0
2350,7
2351,7
2352,3
2353,4
2354,0
2355,5
2356,9
2357,0
2358,1
2359,3
2360,9
2361,1
2362,9
2363,5
2364,2
2365,4
2366,6
2367,4
2368,6
2369,1
2370,0
2371,1
2372,1
2373,0
2374,1
2375,1
2376,5
2377,5
2378,4
2379,0
2380,0
2381,1
2382,4
2383,4
2384,5
2385,1
2386,1
2387,1
2388,1
2389,9
2390,0
2391,2
2392,5
2393,0
2394,0
2395,5
2396,5
2397,0
2398,2
2399,0
2400,5
2401,0
2402,5
2403,2
2404,4
2405,1
2406,2
2407,2
2408,2
2409,5
2410,6
2411,2
2412,5
2413,2
2414,2
2415,2
2416,0
2417,3
2418,0
2419,9
2420,0
2421,1
2422,5
2423,5
2424,9
2425,4
2426,7
2427,1
2428,0
2429,1
2430,7
2431,1
2432,4
2433,4
2434,3
2435,6
2436,3
2437,7
2438,3
2439,0
2440,6
2441,7
2442,2
2443,6
2444,3
2445,2
2446,1
2447,6
2448,0
2449,1
2450,3
2451,1
2452,5
2453,7
2454,0
2455,2
2456,4
2457,5
2458,5
2459,5
2460,0
2461,6
2462,0
2463,2
2464,5
2465,4
2466,1
2467,4
2468,7
2469,9
2470,1
2471,0
2472,7
2473,5
2474,2
2475,9
2476,4
2477,6
2478,1
2479,4
2480,4
2481,7
2482,3
2483,0
2484,1
2485,0
2486,1
2487,0
2488,3
2489,8
2490,4
2491,4
2492,7
2493,0
2494,5
2495,1
2496,1
2497,0
2498,3
2499,0
2500,4
2501,6
2502,7
2503,0
2504,4
2505,6
2506,4
2507,1
2508,2
2509,3
2510,5
2511,4
2512,9
2513,3
2514,5
2515,1
2516,4
2517,3
2518,7
2519,0
2520,3
2521,3
2522,0
2523,2
2524,1
2525,5
2526,6
2527,0
2528,2
2529,2
2530,0
2531,5
2532,1
2533,0
2534,0
2535,4
2536,4
2537,5
2538,5
2539,0
2540,8
2541,7
2542,3
2543,7
2544,1
2545,2
2546,5
2547,1
2548,0
2549,8
2550,2
2551,0
2552,0
2553,1
2554,7
2555,4
2556,7
2557,1
2558,2
2559,3
2560,0
2561,0
2562,0
2563,1
2564,5
2565,5
2566,1
2567,1
2568,2
2569,3
2570,7
2571,1
2572,4
2573,0
2574,0
2575,1
2576,4
2577,5
2578,7
2579,2
2580,5
2581,6
2582,1
2583,4
2584,0
2585,5
2586,3
2587,4
2588,1
2589,3
2590,1
2591,0
2592,0
2593,5
2594,5
2595,2
2596,3
2597,4
2598,2
2599,9
2600,9
2601,4
2602,4
2603,3
2604,0
2605,1
2606,6
2607,0
2608,5
2609,2
2610,7
2611,4
2612,2
2613,5
2614,4
2615,0
2616,7
2617,7
2618,1
2619,4
2620,0
2621,7
2622,6
2623,1
2624,0
2625,3
2626,0
2627,2
2628,5
2629,5
2630,1
2631,5
2632,0
2633,0
2634,4
2635,1
2636,1
2637,5
2638,4
2639,4
2640,0
2641,0
2642,9
2643,0
2644,3
2645,3
2646,4
2647,4
2648,4
2649,1
2650,1
2651,5
2652,0
2653,7
2654,5
2655,1
2656,4
2657,2
2658,2
2659,2
2660,1
2661,5
2662,4
2663,4
2664,5
2665,4
2666,0
2667,4
2668,1
2669,1
2670,5
2671,3
2672,0
2673,4
2674,1
2675,4
2676,5
2677,5
2678,5
2679,3
2680,5
2681,0
2682,1
2683,1
2684,5
2685,0
2686,3
2687,1
2688,5
2689,4
2690,4
2691,1
2692,3
2693,2
2694,4
2695,5
2696,1
2697,7
2698,4
2699,7
2700,5
2701,9
2702,3
2703,3
2704,5
2705,9
2706,1
2707,0
2708,0
2709,1
2710,3
2711,4
2712,5
2713,1
2714,0
2715,1
2716,2
2717,2
2718,1
2719,5
2720,7
2721,1
2722,2
2723,5
2724,1
2725,0
2726,7
2727,4
2728,2
2729,4
2730,6
2731,0
2732,1
2733,4
2734,4
2735,1
2736,3
2737,1
2738,7
2739,5
2740,6
2741,7
2742,5
2743,2
2744,4
2745,4
2746,6
2747,4
2748,5
2749,9
2750,1
2751,4
2752,2
2753,5
2754,3
2755,0
2756,7
2757,3
2758,1
2759,2
2760,0
2761,4
2762,1
2763,1
2764,4
2765,0
2766,3
2767,1
2768,0
2769,3
2770,2
2771,1
2772,0
2773,1
2774,3
2775,2
2776,3
2777,0
2778,1
2779,4
2780,3
2781,5
2782,0
2783,4
2784,6
2785,4
2786,7
2787,1
2788,2
2789,4
2790,0
2791,4
2792,1
2793,4
2794,3
2795,4
2796,4
2797,4
2798,3
2799,5
2800,5
2801,4
2802,1
2803,1
2804,5
2805,1
2806,1
2807,7
2808,4
2809,4
2810,6
2811,3
2812,3
2813,6
2814,7
2815,4
2816,2
2817,7
2818,4
2819,1
2820,1
2821,3
2822,7
2823,1
2824,2
2825,0
2826,2
2827,3
2828,2
2829,4
2830,1
2831,2
2832,1
2833,0
2834,2
2835,4
2836,0
2837,0
2838,1
2839,4
2840,5
2841,7
2842,5
2843,3
2844,4
2845,3
2846,1
2847,0
2848,2
2849,9
2850,0
2851,0
2852,7
2853,4
2854,4
2855,5
2856,1
2857,4
2858,1
2859,6
2860,1
2861,3
2862,6
2863,6
2864,7
2865,1
2866,4
2867,0
2868,8
2869,1
2870,2
2871,7
2872,4
2873,3
2874,6
2875,0
2876,2
2877,5
2878,4
2879,2
2880,8
2881,2
2882,1
2883,4
2884,1
2885,4
2886,7
2887,1
2888,7
2889,1
2890,4
2891,3
2892,1
2893,2
2894,2
2895,4
2896,4
2897,2
2898,7
2899,4
2900,6
2901,2
2902,7
2903,1
2904,3
2905,3
2906,1
2907,3
2908,0
2909,6
2910,1
2911,1
2912,4
2913,4
2914,6
2915,0
2916,0
2917,0
2918,6
2919,4
2920,5
2921,4
2922,0
2923,5
2924,0
2925,1
2926,6
2927,7
2928,1
2929,2
2930,2
2931,1
2932,3
2933,4
2934,5
2935,0
2936,6
2937,2
2938,1
2939,4
2940,7
2941,5
2942,4
2943,6
2944,1
2945,1
2946,1
2947,1
2948,7
2949,3
2950,5
2951,1
2952,7
2953,0
2954,6
2955,1
2956,6
2957,3
2958,3
2959,1
2960,3
2961,5
2962,1
2963,6
2964,0
2965,0
2966,0
2967,5
2968,4
2969,9
2970,2
2971,7
2972,0
2973,9
2974,0
2975,7
2976,4
2977,1
2978,4
2979,2
2980,4
2981,3
2982,1
2983,4
2984,1
2985,5
2986,6
2987,4
2988,4
2989,0
2990,1
2991,4
2992,5
2993,2
2994,2
2995,4
2996,0
